model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency,delta_aic,delta_bic,best_aic,best_bic
pvl_delta,100,203,Maia,133.3514125100658,-133.3514125100658,274.7028250201316,285.123505764084,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,680,96,32,0.00029207732846171276,,0.46770130801827237,1.8208321054536625,5.0,0.0,2.386867075014436,True,False
q_learning,100,203,Maia,136.76314915854667,-136.76314915854667,277.52629831709334,282.73663868906954,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,117,31,1,0.0018497422565041035,20.0,,,,2.8234732969617085,0.0,False,True
pvl_delta,100,204,Maia,89.18869540464402,-89.18869540464402,186.37739080928804,196.79807155324042,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,560,71,32,0.00136495424753428,,0.870313235102698,1.2488340263611961,5.0,0.0,0.0,True,True
q_learning,100,204,Maia,99.91463006766888,-99.91463006766888,203.82926013533776,209.03960050731393,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,6,1,0.9548444724712867,0.660342145047744,,,,17.451869326049717,12.241528954073516,False,False
pvl_delta,100,205,Maia,138.6294361116344,-138.6294361116344,285.2588722232688,295.6795529672211,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,2,32,1e-06,,0.5686906381948441,1e-06,1.282611894294479e-05,3.9999999992904236,9.210340371266568,False,False
q_learning,100,205,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,206,Maia,73.843901194849,-73.843901194849,155.687802389698,166.10848313365037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,250,37,32,0.0015246457628256612,,0.8524645272546082,2.2723598412284813,5.0,0.0,0.0,True,True
q_learning,100,206,Maia,79.86173301455499,-79.86173301455499,163.72346602910997,168.93380640108614,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,15,1,0.07579744515419894,10.22444128357085,,,,8.035663639411979,2.8253232674357776,False,False
pvl_delta,100,207,Maia,94.33681752239869,-94.33681752239869,196.67363504479738,207.09431578874975,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175,25,32,0.035389776863450524,,0.419393698048586,3.9719884577460522,2.1353314879439123,0.0,0.0,True,True
q_learning,100,207,Maia,105.12820310932534,-105.12820310932534,214.25640621865068,219.46674659062685,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,17,1,0.0347464251654643,10.843748258109862,,,,17.582771173853303,12.372430801877101,False,False
pvl_delta,100,208,Maia,121.49140526654435,-121.49140526654435,250.9828105330887,261.40349127704104,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,370,46,32,0.0003066542760237345,,0.35491266343768824,7.1208341673936575,4.9999997049350755,0.0,0.0,True,True
q_learning,100,208,Maia,127.62368695858972,-127.62368695858972,259.2473739171794,264.4577142891556,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,93,22,1,0.0066512193085560495,20.0,,,,8.264563384090707,3.054223012114562,False,False
pvl_delta,100,209,Maia,138.62943610995728,-138.62943610995728,285.25887221991456,295.6795529638669,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2,32,1e-06,,1e-06,1e-06,2.241646726010749e-05,3.999999995936207,9.210340367912352,False,False
q_learning,100,209,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,210,Maia,47.01287993416383,-47.01287993416383,102.02575986832765,112.44644061228001,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295,39,32,0.006359340800217227,,0.9362349030643127,0.9665940050167919,4.176712701833612,0.0,0.0,True,True
q_learning,100,210,Maia,53.60463512415411,-53.60463512415411,111.20927024830821,116.4196106202844,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,19,1,0.031584985727991656,20.0,,,,9.18351037998056,3.973170008004388,False,False
pvl_delta,100,211,Maia,132.22121065003955,-132.22121065003955,272.4424213000791,282.86310204403145,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,310,43,32,0.13452953642351828,,1e-06,0.15484921419273756,0.9062342568661768,0.0,0.0,True,True
q_learning,100,211,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,8.816450923899254,3.606110551923109,False,False
pvl_delta,100,212,Maia,123.57315440213111,-123.57315440213111,255.14630880426222,265.56698954821456,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,465,51,32,0.0007759436136759699,,0.5594108668027973,1.724554144250556,5.0,0.0,0.0,True,True
q_learning,100,212,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,26.11256341971614,20.902223047739994,False,False
pvl_delta,100,213,Maia,138.6294361118985,-138.6294361118985,285.258872223797,295.6795529677494,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,1e-06,1e-06,1.3736219161029964e-06,5.437115648105589,10.647456020081734,False,False
q_learning,100,213,Maia,137.91087828784572,-137.91087828784572,279.82175657569144,285.03209694766764,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240,58,1,0.001071147422641586,19.94032799743349,,,,0.0,0.0,True,True
pvl_delta,100,214,Maia,53.34122216677277,-53.34122216677277,114.68244433354555,125.10312507749791,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,385,53,32,0.0019112895607837103,,0.6403868973620447,2.8011001511739293,5.0,0.0,0.0,True,True
q_learning,100,214,Maia,63.69156315036379,-63.69156315036379,131.38312630072758,136.59346667270376,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,17,1,0.03276132717292859,20.0,,,,16.700681967182035,11.490341595205848,False,False
pvl_delta,100,215,Maia,46.4016586062982,-46.4016586062982,100.8033172125964,111.22399795654877,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,275,45,32,0.01935236373494647,,0.39630875982426034,2.3890347351832943,3.35811368562202,0.0,0.0,True,True
q_learning,100,215,Maia,65.27358082600955,-65.27358082600955,134.5471616520191,139.75750202399527,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,21,1,0.028609129892946773,20.0,,,,33.7438444394227,28.5335040674465,False,False
pvl_delta,100,216,Maia,128.38693173698294,-128.38693173698294,264.7738634739659,275.19454421791824,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,395,49,32,0.018736821764045626,,2.0,1e-06,1.617584462149123,0.0,0.0,True,True
q_learning,100,216,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,16.48500875001247,11.274668378036324,False,False
pvl_delta,100,217,Maia,133.0985264086997,-133.0985264086997,274.1970528173994,284.61773356135177,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,450,63,32,8.767676938451994e-05,,0.22969245060979773,10.0,4.786800467140039,0.0,1.3792929615723324,True,False
q_learning,100,217,Maia,137.01405011390162,-137.01405011390162,278.02810022780324,283.23844059977944,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171,39,1,0.0017654664792114256,20.0,,,,3.831047410403812,0.0,False,True
pvl_delta,100,218,Maia,114.44546500858077,-114.44546500858077,236.89093001716154,247.3116107611139,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,110,16,32,0.5755311334716572,,1e-06,0.10192381873072086,1.1864829952717941,0.0,0.0,True,True
q_learning,100,218,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,44.36794220681682,39.15760183484065,False,False
pvl_delta,100,219,Maia,116.67793916144247,-116.67793916144247,241.35587832288493,251.7765590668373,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,630,90,32,0.0004787680302431475,,0.8210646496586419,1.8541575867893618,4.999999961167848,0.7906833463350438,6.001023718311245,False,False
q_learning,100,219,Maia,118.28259748827494,-118.28259748827494,240.5651949765499,245.77553534852606,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,18,1,0.008313180010189233,20.0,,,,0.0,0.0,True,True
pvl_delta,100,220,Maia,86.99831218964371,-86.99831218964371,181.99662437928743,192.4173051232398,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,665,94,32,0.06050064074475162,,0.5659993171827593,2.000650284975834,2.0561670330723714,0.0,0.0,True,True
q_learning,100,220,Maia,96.91585467875382,-96.91585467875382,197.83170935750763,203.0420497294838,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,7,1,0.048603537997449785,10.538316428327184,,,,15.835084978220209,10.624744606244008,False,False
pvl_delta,100,221,Maia,122.95073376590454,-122.95073376590454,253.9014675318091,264.32214827576144,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,660,96,32,0.01873164907240869,,0.40892273588812894,2.5112790658461224,2.077152125161,0.0,0.0,True,True
q_learning,100,221,Maia,132.65162998354697,-132.65162998354697,269.30325996709394,274.51360033907014,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,27,1,0.004053560609855971,20.0,,,,15.401792435284847,10.191452063308702,False,False
pvl_delta,100,222,SteingroverInPrep,138.62943610473988,-138.62943610473988,285.25887220947976,295.6795529534321,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2,32,1e-06,,1e-06,1e-06,9.293287214664265e-05,3.999999985501404,9.210340357477548,False,False
q_learning,100,222,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,223,SteingroverInPrep,136.6528666660711,-136.6528666660711,281.3057333321422,291.72641407609456,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,7,32,0.0003456368917979407,,1e-06,9.999998287837261,3.1313130263328652,0.046861108163852805,5.257201480139997,False,False
q_learning,100,223,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,224,SteingroverInPrep,110.6013310864219,-110.6013310864219,229.2026621728438,239.62334291679616,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100,17,32,0.4330604868920232,,0.12810574403450586,3.2744988700418367,0.612771612112279,0.0,0.0,True,True
q_learning,100,224,SteingroverInPrep,124.35501284999738,-124.35501284999738,252.71002569999476,257.92036607197093,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,6,1,0.3554703129669671,0.9047594523235583,,,,23.50736352715097,18.29702315517477,False,False
pvl_delta,100,225,SteingroverInPrep,50.18658718407848,-50.18658718407848,108.37317436815697,118.79385511210933,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,590,75,32,0.02260178325205837,,1e-06,9.447881091887293,2.8145177255035376,0.0,0.0,True,True
q_learning,100,225,SteingroverInPrep,62.30420964043712,-62.30420964043712,128.60841928087424,133.81875965285042,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,5,1,0.02984884334970089,20.0,,,,20.235244912717278,15.02490454074109,False,False
pvl_delta,100,226,SteingroverInPrep,111.09784816284704,-111.09784816284704,230.1956963256941,240.61637706964646,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,760,92,32,0.5884321539584064,,2.0,0.0004784063980870993,1.0939149849506296,0.0,0.0,True,True
q_learning,100,226,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,51.06317589828427,45.8528355263081,False,False
pvl_delta,100,227,SteingroverInPrep,96.6312384727057,-96.6312384727057,201.2624769454114,211.68315768936378,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,835,108,32,0.7287401797493681,,0.7797989594207426,0.06567045222985762,1.3303406487845593,0.0,0.0,True,True
q_learning,100,227,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,79.99639527856695,74.78605490659078,False,False
pvl_delta,100,228,SteingroverInPrep,106.80318749117491,-106.80318749117491,221.60637498234982,232.0270557263022,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,150,21,32,0.10270114487148092,,0.2542198498641143,0.9331374190787235,1.4813776367705314,0.0,0.0,True,True
q_learning,100,228,SteingroverInPrep,132.45478821157147,-132.45478821157147,268.90957642314294,274.11991679511914,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,8,1,0.42602092522345125,0.44003511390692573,,,,47.30320144079312,42.092861068816944,False,False
pvl_delta,100,229,SteingroverInPrep,82.85168938961799,-82.85168938961799,173.70337877923598,184.12405952318835,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,380,42,32,0.26465156321783423,,1e-06,1e-06,1.7074046904921811,0.0,0.0,True,True
q_learning,100,229,SteingroverInPrep,129.60871895727283,-129.60871895727283,263.21743791454566,268.42777828652186,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,44,1,0.004537409071791126,19.27687726391176,,,,89.51405913530968,84.3037187633335,False,False
pvl_delta,100,230,SteingroverInPrep,44.4161171696826,-44.4161171696826,96.8322343393652,107.25291508331756,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,490,62,32,0.013636643221662359,,1.7890702513997168,0.5914835845186912,3.8828940084685173,0.0,0.0,True,True
q_learning,100,230,SteingroverInPrep,55.44916732125507,-55.44916732125507,114.89833464251014,120.10867501448632,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,1,0.03336771439071683,20.0,,,,18.066100303144935,12.855759931168762,False,False
pvl_delta,100,231,SteingroverInPrep,73.10073801265122,-73.10073801265122,154.20147602530244,164.62215676925481,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,280,41,32,0.05387580893226098,,1e-06,0.4948339908530324,1.8754690136136092,0.0,0.0,True,True
q_learning,100,231,SteingroverInPrep,88.1865316642749,-88.1865316642749,180.3730633285498,185.58340370052596,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,15,1,0.013572872128433887,20.0,,,,26.17158730324735,20.96124693127115,False,False
pvl_delta,100,232,SteingroverInPrep,57.829294333462954,-57.829294333462954,123.65858866692591,134.07926941087828,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,850,103,32,0.3812277587282926,,0.805575459271423,0.00874219259003944,1.852741865632095,0.0,0.0,True,True
q_learning,100,232,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,157.60028355705245,152.38994318507628,False,False
pvl_delta,100,233,SteingroverInPrep,128.69749464618474,-128.69749464618474,265.3949892923695,275.8156700363218,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,420,52,32,0.00029754267111060023,,0.8711910035888878,1.6394655806534284,5.0,2.5773411376216586,7.787681509597803,False,False
q_learning,100,233,SteingroverInPrep,129.4088240773739,-129.4088240773739,262.8176481547478,268.027988526724,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,22,1,0.005415361751560017,20.0,,,,0.0,0.0,True,True
pvl_delta,100,234,SteingroverInPrep,82.48207472097425,-82.48207472097425,172.9641494419485,183.38483018590088,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,125,19,32,0.9425925277078473,,1e-06,0.3313233404592975,1.107485367390442,0.0,0.0,True,True
q_learning,100,234,SteingroverInPrep,117.7271187186734,-117.7271187186734,239.4542374373468,244.66457780932296,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,1,1.0,0.5123897748167461,,,,66.49008799539828,61.27974762342208,False,False
pvl_delta,100,235,SteingroverInPrep,90.92682882817104,-90.92682882817104,189.85365765634208,200.27433840029445,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,145,21,32,0.999999,,0.4991287276527171,0.17530199027269217,1.0771047220360779,0.0,0.0,True,True
q_learning,100,235,SteingroverInPrep,116.82661284694801,-116.82661284694801,237.65322569389602,242.8635660658722,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,24,6,1,1.0,0.41809694623556726,,,,47.79956803755394,42.58922766557774,False,False
pvl_delta,100,236,SteingroverInPrep,130.78142859821065,-130.78142859821065,269.5628571964213,279.98353794037365,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,205,21,32,0.00021195924098843622,,1e-06,2.8065575792957844,4.956747220484011,0.0,0.0,True,True
q_learning,100,236,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.15000000000000002,0.0,,,,11.696015027557053,6.485674655580908,False,False
pvl_delta,100,237,SteingroverInPrep,79.32430573780309,-79.32430573780309,166.64861147560617,177.06929221955855,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,560,68,32,0.018434468564547273,,0.11195741322262831,6.543432229669595,2.6510865785442532,0.0,0.0,True,True
q_learning,100,237,SteingroverInPrep,103.81341322130719,-103.81341322130719,211.62682644261437,216.83716681459055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,17,1,0.013053861199201955,20.0,,,,44.9782149670082,39.767874595032,False,False
pvl_delta,100,238,SteingroverInPrep,118.31087170214427,-118.31087170214427,244.62174340428854,255.0424241482409,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,360,43,32,0.15101842440360436,,1e-06,1.5617727653467333,1.0968879592988485,0.0,0.0,True,True
q_learning,100,238,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,36.63712881968982,31.426788447713648,False,False
pvl_delta,100,239,SteingroverInPrep,132.85995035832812,-132.85995035832812,273.71990071665624,284.1405814606086,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,200,22,32,0.00018648162608739198,,1e-06,0.564467337198,4.996635585640434,0.0,0.0,True,True
q_learning,100,239,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,7.538971507322117,2.3286311353459723,False,False
pvl_delta,100,240,SteingroverInPrep,79.19887111242846,-79.19887111242846,166.39774222485693,176.8184229688093,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,260,28,32,0.0007304504181008586,,1e-06,1.8203934648433477,5.0,0.0,0.0,True,True
q_learning,100,240,SteingroverInPrep,104.88784693644776,-104.88784693644776,213.77569387289552,218.9860342448717,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,14,1,0.009687060650862623,20.0,,,,47.37795164803859,42.16761127606239,False,False
pvl_delta,100,241,SteingroverInPrep,130.58279939390135,-130.58279939390135,269.1655987878027,279.58627953175505,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,635,82,32,0.009701227883726219,,1e-06,4.395477127292533,1.7765980531308767,0.0,0.0,True,True
q_learning,100,241,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,12.09327343617565,6.882933064199506,False,False
pvl_delta,100,242,SteingroverInPrep,138.629436111989,-138.629436111989,285.258872223978,295.67955296793036,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,2,32,1e-06,,1e-06,1.8128755377654269,3.6855636053462848e-09,3.999999999999659,9.210340371975803,False,False
